PlanKey,MonthStartDate,RegionKey,ProductKey,PlanRevenue,PlanCost,PlanBookings
PL202601R02P001,2026-01-01,R02,P001,69628.85,30253.02,25.0
PL202601R02P002,2026-01-01,R02,P002,77173.13,36016.36,19.0
PL202601R02P003,2026-01-01,R02,P003,80768.24,32276.99,14.0
PL202601R02P004,2026-01-01,R02,P004,99134.59,33105.35,14.0
PL202601R02P005,2026-01-01,R02,P005,111449.16,36560.80,14.0
PL202601R02P006,2026-01-01,R02,P006,61537.37,17226.41,34.0
PL202601R02P007,2026-01-01,R02,P007,67279.84,20051.18,28.0
PL202601R02P008,2026-01-01,R02,P008,95970.20,33549.33,9.0
PL202601R03P001,2026-01-01,R03,P001,80693.74,34542.17,29.0
PL202601R03P002,2026-01-01,R03,P002,87293.45,40506.61,22.0
PL202601R03P003,2026-01-01,R03,P003,86200.01,33000.71,15.0
PL202601R03P004,2026-01-01,R03,P004,113509.28,39671.94,16.0
PL202601R03P005,2026-01-01,R03,P005,116918.84,39071.34,15.0
PL202601R03P006,2026-01-01,R03,P006,69274.35,18675.83,38.0
PL202601R03P007,2026-01-01,R03,P007,74822.13,23480.92,32.0
PL202601R03P008,2026-01-01,R03,P008,109718.45,39710.94,10.0
PL202601R04P001,2026-01-01,R04,P001,65559.03,28011.60,24.0
PL202601R04P002,2026-01-01,R04,P002,75355.43,33412.95,19.0
PL202601R04P003,2026-01-01,R04,P003,75874.99,30736.27,13.0
PL202601R04P004,2026-01-01,R04,P004,99657.62,34368.34,14.0
PL202601R04P005,2026-01-01,R04,P005,106708.79,36451.78,13.0
PL202601R04P006,2026-01-01,R04,P006,59893.22,16439.40,33.0
PL202601R04P007,2026-01-01,R04,P007,66862.78,19737.60,28.0
PL202601R04P008,2026-01-01,R04,P008,99215.65,36200.00,9.0
PL202601R05P001,2026-01-01,R05,P001,76486.87,32283.66,28.0
PL202601R05P002,2026-01-01,R05,P002,74591.94,33506.48,19.0
PL202601R05P003,2026-01-01,R05,P003,82319.75,32800.49,14.0
PL202601R05P004,2026-01-01,R05,P004,110768.38,38651.82,15.0
PL202601R05P005,2026-01-01,R05,P005,114247.32,38608.07,14.0
PL202601R05P006,2026-01-01,R05,P006,71331.46,20646.06,40.0
PL202601R05P007,2026-01-01,R05,P007,73762.74,23854.36,31.0
PL202601R05P008,2026-01-01,R05,P008,112077.61,41326.69,11.0
PL202601R06P001,2026-01-01,R06,P001,70324.38,30045.38,26.0
PL202601R06P002,2026-01-01,R06,P002,77407.36,34227.17,19.0
PL202601R06P003,2026-01-01,R06,P003,86529.65,32764.87,15.0
PL202601R06P004,2026-01-01,R06,P004,100346.34,33840.44,14.0
PL202601R06P005,2026-01-01,R06,P005,114905.28,36708.59,14.0
PL202601R06P006,2026-01-01,R06,P006,65788.31,17834.21,36.0
PL202601R06P007,2026-01-01,R06,P007,69428.58,21713.07,29.0
PL202601R06P008,2026-01-01,R06,P008,103963.84,37904.33,10.0
PL202602R01P001,2026-02-01,R01,P001,77424.38,33375.46,28.0
PL202602R01P002,2026-02-01,R01,P002,86559.46,40446.62,22.0
PL202602R01P003,2026-02-01,R01,P003,92395.64,34941.88,16.0
PL202602R01P004,2026-02-01,R01,P004,115525.75,38486.25,16.0
PL202602R01P005,2026-02-01,R01,P005,119572.44,41407.84,15.0
PL202602R01P006,2026-02-01,R01,P006,76896.17,21311.16,43.0
PL202602R01P007,2026-02-01,R01,P007,77047.50,24089.93,32.0
PL202602R01P008,2026-02-01,R01,P008,134726.20,47195.58,13.0
PL202602R02P001,2026-02-01,R02,P001,80876.91,33829.77,29.0
PL202602R02P002,2026-02-01,R02,P002,86825.24,38451.41,22.0
PL202602R02P003,2026-02-01,R02,P003,89790.67,35185.46,15.0
PL202602R02P004,2026-02-01,R02,P004,109968.94,36785.27,15.0
PL202602R02P005,2026-02-01,R02,P005,126326.36,39994.24,16.0
PL202602R02P006,2026-02-01,R02,P006,69912.51,19457.70,39.0
PL202602R02P007,2026-02-01,R02,P007,76699.37,24544.34,32.0
PL202602R02P008,2026-02-01,R02,P008,111141.97,39854.24,10.0
PL202602R03P001,2026-02-01,R03,P001,81131.42,33760.83,29.0
PL202602R03P002,2026-02-01,R03,P002,87125.16,40354.29,22.0
PL202602R03P003,2026-02-01,R03,P003,96356.33,38444.87,16.0
PL202602R03P004,2026-02-01,R03,P004,125538.63,44400.94,17.0
PL202602R03P005,2026-02-01,R03,P005,142285.48,46996.55,18.0
PL202602R03P006,2026-02-01,R03,P006,83077.66,23498.58,46.0
PL202602R03P007,2026-02-01,R03,P007,78824.07,24359.62,33.0
PL202602R03P008,2026-02-01,R03,P008,117691.09,43604.75,11.0
PL202602R04P001,2026-02-01,R04,P001,78696.62,32883.38,29.0
PL202602R04P002,2026-02-01,R04,P002,77527.85,35615.23,19.0
PL202602R04P003,2026-02-01,R04,P003,85374.09,33720.44,14.0
PL202602R04P004,2026-02-01,R04,P004,114659.09,37334.29,16.0
PL202602R04P005,2026-02-01,R04,P005,119525.63,41140.21,15.0
PL202602R04P006,2026-02-01,R04,P006,65132.20,18448.43,36.0
PL202602R04P007,2026-02-01,R04,P007,68604.90,20256.21,29.0
PL202602R04P008,2026-02-01,R04,P008,113673.35,42497.10,11.0
PL202602R05P001,2026-02-01,R05,P001,77423.59,31902.80,28.0
PL202602R05P002,2026-02-01,R05,P002,89800.75,40058.82,23.0
PL202602R05P003,2026-02-01,R05,P003,101347.86,40123.26,17.0
PL202602R05P004,2026-02-01,R05,P004,115759.80,40255.58,16.0
PL202602R05P005,2026-02-01,R05,P005,123467.13,42412.24,15.0
PL202602R05P006,2026-02-01,R05,P006,72306.35,20170.98,40.0
PL202602R05P007,2026-02-01,R05,P007,75809.38,24140.23,32.0
PL202602R05P008,2026-02-01,R05,P008,115202.94,41200.83,11.0
PL202602R06P001,2026-02-01,R06,P001,81384.15,35617.01,30.0
PL202602R06P002,2026-02-01,R06,P002,83218.03,38090.96,21.0
PL202602R06P003,2026-02-01,R06,P003,87214.23,34569.91,15.0
PL202602R06P004,2026-02-01,R06,P004,117262.21,39471.61,16.0
PL202602R06P005,2026-02-01,R06,P005,121979.06,41984.02,15.0
PL202602R06P006,2026-02-01,R06,P006,68357.69,19754.31,38.0
PL202602R06P007,2026-02-01,R06,P007,75224.95,23764.11,32.0
PL202602R06P008,2026-02-01,R06,P008,120469.69,44528.58,11.0
PL202603R01P001,2026-03-01,R01,P001,91730.75,39922.21,33.0
PL202603R01P002,2026-03-01,R01,P002,101867.91,47224.17,26.0
PL202603R01P003,2026-03-01,R01,P003,101906.60,40304.06,17.0
PL202603R01P004,2026-03-01,R01,P004,130724.72,46358.77,18.0
PL202603R01P005,2026-03-01,R01,P005,147790.69,50317.25,19.0
PL202603R01P006,2026-03-01,R01,P006,84427.32,23884.72,47.0
PL202603R01P007,2026-03-01,R01,P007,91041.76,28734.62,38.0
PL202603R01P008,2026-03-01,R01,P008,155068.04,56154.96,15.0
PL202603R02P001,2026-03-01,R02,P001,80678.05,34033.71,29.0
PL202603R02P002,2026-03-01,R02,P002,96198.22,43347.81,24.0
PL202603R02P003,2026-03-01,R02,P003,105512.95,41837.86,18.0
PL202603R02P004,2026-03-01,R02,P004,125320.81,44102.79,17.0
PL202603R02P005,2026-03-01,R02,P005,134517.98,45394.86,17.0
PL202603R02P006,2026-03-01,R02,P006,83454.59,24261.10,46.0
PL202603R02P007,2026-03-01,R02,P007,77253.82,23993.40,33.0
PL202603R02P008,2026-03-01,R02,P008,125120.18,44648.37,12.0
PL202603R03P001,2026-03-01,R03,P001,94745.36,40344.88,34.0
PL202603R03P002,2026-03-01,R03,P002,97119.97,42834.43,24.0
PL202603R03P003,2026-03-01,R03,P003,110121.98,42195.55,19.0
PL202603R03P004,2026-03-01,R03,P004,147180.24,51688.73,20.0
PL202603R03P005,2026-03-01,R03,P005,161412.29,51638.58,20.0
PL202603R03P006,2026-03-01,R03,P006,86035.26,25301.31,48.0
PL202603R03P007,2026-03-01,R03,P007,89996.33,27729.70,38.0
PL202603R03P008,2026-03-01,R03,P008,134718.40,50309.01,13.0
PL202603R04P001,2026-03-01,R04,P001,81734.88,34172.52,30.0
PL202603R04P002,2026-03-01,R04,P002,88727.29,39674.08,22.0
PL202603R04P003,2026-03-01,R04,P003,95494.51,36483.76,16.0
PL202603R04P004,2026-03-01,R04,P004,128939.34,42310.02,18.0
PL202603R04P005,2026-03-01,R04,P005,135478.11,46104.85,17.0
PL202603R04P006,2026-03-01,R04,P006,72215.07,20804.08,40.0
PL202603R04P007,2026-03-01,R04,P007,80564.81,26130.44,34.0
PL202603R04P008,2026-03-01,R04,P008,132147.00,48325.47,12.0
PL202603R05P001,2026-03-01,R05,P001,89823.73,39060.53,33.0
PL202603R05P002,2026-03-01,R05,P002,95579.75,44037.46,24.0
PL202603R05P003,2026-03-01,R05,P003,103505.17,42187.30,18.0
PL202603R05P004,2026-03-01,R05,P004,134078.51,46396.49,19.0
PL202603R05P005,2026-03-01,R05,P005,140702.93,46045.38,18.0
PL202603R05P006,2026-03-01,R05,P006,85448.00,24430.10,47.0
PL202603R05P007,2026-03-01,R05,P007,88658.91,27806.35,37.0
PL202603R05P008,2026-03-01,R05,P008,134128.21,50261.04,13.0
PL202603R06P001,2026-03-01,R06,P001,82612.18,34711.81,30.0
PL202603R06P002,2026-03-01,R06,P002,99752.38,45057.57,25.0
PL202603R06P003,2026-03-01,R06,P003,97645.86,36758.20,17.0
PL202603R06P004,2026-03-01,R06,P004,134267.60,45127.16,19.0
PL202603R06P005,2026-03-01,R06,P005,149220.28,51873.63,19.0
PL202603R06P006,2026-03-01,R06,P006,83921.98,22285.09,46.0
PL202603R06P007,2026-03-01,R06,P007,87681.53,27920.67,37.0
PL202603R06P008,2026-03-01,R06,P008,121065.17,42041.56,11.0
PL202604R01P001,2026-04-01,R01,P001,98966.00,41373.55,36.0
PL202604R01P002,2026-04-01,R01,P002,97207.26,45195.10,24.0
PL202604R01P003,2026-04-01,R01,P003,117736.63,47608.33,20.0
PL202604R01P004,2026-04-01,R01,P004,154084.74,52673.93,21.0
PL202604R01P005,2026-04-01,R01,P005,159258.90,53053.50,20.0
PL202604R01P006,2026-04-01,R01,P006,84011.63,23949.97,47.0
PL202604R01P007,2026-04-01,R01,P007,92548.20,30335.83,39.0
PL202604R01P008,2026-04-01,R01,P008,164127.84,59664.01,15.0
PL202604R02P001,2026-04-01,R02,P001,87429.41,36642.16,32.0
PL202604R02P002,2026-04-01,R02,P002,94332.10,43499.27,24.0
PL202604R02P003,2026-04-01,R02,P003,103260.35,39817.22,18.0
PL202604R02P004,2026-04-01,R02,P004,144285.52,48923.95,20.0
PL202604R02P005,2026-04-01,R02,P005,156522.48,52020.71,20.0
PL202604R02P006,2026-04-01,R02,P006,88685.21,23756.61,49.0
PL202604R02P007,2026-04-01,R02,P007,89092.53,27117.87,38.0
PL202604R02P008,2026-04-01,R02,P008,137356.74,51585.80,13.0
PL202604R03P001,2026-04-01,R03,P001,105379.97,45951.22,38.0
PL202604R03P002,2026-04-01,R03,P002,110595.46,48436.15,28.0
PL202604R03P003,2026-04-01,R03,P003,120917.08,49186.30,21.0
PL202604R03P004,2026-04-01,R03,P004,151166.14,49195.62,21.0
PL202604R03P005,2026-04-01,R03,P005,167339.64,53490.56,21.0
PL202604R03P006,2026-04-01,R03,P006,96636.28,28020.03,54.0
PL202604R03P007,2026-04-01,R03,P007,104082.59,33860.02,44.0
PL202604R03P008,2026-04-01,R03,P008,156016.58,57127.24,15.0
PL202604R04P001,2026-04-01,R04,P001,93050.79,39579.04,34.0
PL202604R04P002,2026-04-01,R04,P002,95703.60,43946.99,24.0
PL202604R04P003,2026-04-01,R04,P003,99044.07,37310.81,17.0
PL202604R04P004,2026-04-01,R04,P004,129733.82,46217.65,18.0
PL202604R04P005,2026-04-01,R04,P005,137389.14,46511.59,17.0
PL202604R04P006,2026-04-01,R04,P006,84927.29,23088.38,47.0
PL202604R04P007,2026-04-01,R04,P007,90123.80,27345.71,38.0
PL202604R04P008,2026-04-01,R04,P008,130313.98,46386.36,12.0
PL202604R05P001,2026-04-01,R05,P001,92821.59,39761.83,34.0
PL202604R05P002,2026-04-01,R05,P002,111983.91,49071.62,28.0
PL202604R05P003,2026-04-01,R05,P003,108348.59,42174.69,18.0
PL202604R05P004,2026-04-01,R05,P004,143301.64,50048.55,20.0
PL202604R05P005,2026-04-01,R05,P005,167551.17,53769.42,21.0
PL202604R05P006,2026-04-01,R05,P006,92815.08,26916.82,51.0
PL202604R05P007,2026-04-01,R05,P007,88137.83,27855.12,37.0
PL202604R05P008,2026-04-01,R05,P008,150148.95,55800.79,14.0
PL202604R06P001,2026-04-01,R06,P001,95205.55,40960.43,35.0
PL202604R06P002,2026-04-01,R06,P002,95785.84,42843.04,24.0
PL202604R06P003,2026-04-01,R06,P003,111229.15,44029.37,19.0
PL202604R06P004,2026-04-01,R06,P004,141476.74,49678.27,20.0
PL202604R06P005,2026-04-01,R06,P005,150949.40,48476.05,19.0
PL202604R06P006,2026-04-01,R06,P006,88711.53,25084.55,49.0
PL202604R06P007,2026-04-01,R06,P007,90751.14,29309.90,38.0
PL202604R06P008,2026-04-01,R06,P008,145072.96,51283.87,14.0
PL202605R01P001,2026-05-01,R01,P001,107485.24,43762.84,39.0
PL202605R01P002,2026-05-01,R01,P002,115402.34,53487.11,29.0
PL202605R01P003,2026-05-01,R01,P003,113057.36,44774.83,19.0
PL202605R01P004,2026-05-01,R01,P004,145779.97,50488.46,20.0
PL202605R01P005,2026-05-01,R01,P005,163887.96,52645.81,21.0
PL202605R01P006,2026-05-01,R01,P006,95362.53,25754.58,53.0
PL202605R01P007,2026-05-01,R01,P007,100986.58,31017.89,43.0
PL202605R01P008,2026-05-01,R01,P008,158643.69,57045.27,15.0
PL202605R02P001,2026-05-01,R02,P001,93399.28,38028.31,34.0
PL202605R02P002,2026-05-01,R02,P002,103890.37,46627.82,26.0
PL202605R02P003,2026-05-01,R02,P003,117510.51,47554.70,20.0
PL202605R02P004,2026-05-01,R02,P004,142496.49,49773.08,20.0
PL202605R02P005,2026-05-01,R02,P005,154206.58,50129.17,19.0
PL202605R02P006,2026-05-01,R02,P006,86132.19,24887.85,48.0
PL202605R02P007,2026-05-01,R02,P007,95817.32,28551.78,40.0
PL202605R02P008,2026-05-01,R02,P008,140147.77,52965.52,13.0
PL202605R03P001,2026-05-01,R03,P001,104438.71,42480.42,38.0
PL202605R03P002,2026-05-01,R03,P002,118481.00,54388.50,30.0
PL202605R03P003,2026-05-01,R03,P003,130937.46,50342.41,22.0
PL202605R03P004,2026-05-01,R03,P004,178523.72,63039.96,25.0
PL202605R03P005,2026-05-01,R03,P005,175585.50,58218.07,22.0
PL202605R03P006,2026-05-01,R03,P006,100697.10,27116.61,56.0
PL202605R03P007,2026-05-01,R03,P007,109308.77,35800.09,46.0
PL202605R03P008,2026-05-01,R03,P008,163414.92,59307.99,15.0
PL202605R04P001,2026-05-01,R04,P001,92946.33,38174.43,34.0
PL202605R04P002,2026-05-01,R04,P002,102721.98,47032.72,26.0
PL202605R04P003,2026-05-01,R04,P003,116564.22,46159.78,20.0
PL202605R04P004,2026-05-01,R04,P004,137726.72,49122.31,19.0
PL202605R04P005,2026-05-01,R04,P005,151342.51,50053.37,19.0
PL202605R04P006,2026-05-01,R04,P006,86565.20,24243.99,48.0
PL202605R04P007,2026-05-01,R04,P007,92004.79,28210.91,39.0
PL202605R04P008,2026-05-01,R04,P008,138545.19,47807.01,13.0
PL202605R05P001,2026-05-01,R05,P001,102687.07,44499.19,37.0
PL202605R05P002,2026-05-01,R05,P002,104747.74,46747.27,26.0
PL202605R05P003,2026-05-01,R05,P003,116177.06,45734.39,20.0
PL202605R05P004,2026-05-01,R05,P004,169945.94,59988.53,24.0
PL202605R05P005,2026-05-01,R05,P005,168517.78,55144.25,21.0
PL202605R05P006,2026-05-01,R05,P006,91382.62,26062.00,51.0
PL202605R05P007,2026-05-01,R05,P007,101129.18,32652.27,43.0
PL202605R05P008,2026-05-01,R05,P008,157370.85,58278.81,15.0
PL202605R06P001,2026-05-01,R06,P001,99677.68,43114.27,36.0
PL202605R06P002,2026-05-01,R06,P002,109281.87,50308.34,27.0
PL202605R06P003,2026-05-01,R06,P003,118813.33,48242.20,20.0
PL202605R06P004,2026-05-01,R06,P004,154879.35,54588.74,21.0
PL202605R06P005,2026-05-01,R06,P005,170987.98,54688.45,21.0
PL202605R06P006,2026-05-01,R06,P006,96593.19,28478.40,54.0
PL202605R06P007,2026-05-01,R06,P007,92205.41,29344.05,39.0
PL202605R06P008,2026-05-01,R06,P008,155538.59,55042.06,15.0
PL202606R01P001,2026-06-01,R01,P001,106942.02,46603.02,39.0
PL202606R01P002,2026-06-01,R01,P002,108159.97,50121.52,27.0
PL202606R01P003,2026-06-01,R01,P003,118523.80,44991.42,20.0
PL202606R01P004,2026-06-01,R01,P004,155727.36,54392.94,22.0
PL202606R01P005,2026-06-01,R01,P005,167918.02,53676.44,21.0
PL202606R01P006,2026-06-01,R01,P006,95860.92,25981.78,53.0
PL202606R01P007,2026-06-01,R01,P007,96939.85,28696.14,41.0
PL202606R01P008,2026-06-01,R01,P008,182963.10,64170.08,17.0
PL202606R02P001,2026-06-01,R02,P001,96983.63,39914.99,35.0
PL202606R02P002,2026-06-01,R02,P002,102562.31,45387.03,26.0
PL202606R02P003,2026-06-01,R02,P003,117171.88,46992.73,20.0
PL202606R02P004,2026-06-01,R02,P004,154415.97,50322.99,21.0
PL202606R02P005,2026-06-01,R02,P005,158406.93,52294.46,20.0
PL202606R02P006,2026-06-01,R02,P006,96767.33,27968.91,54.0
PL202606R02P007,2026-06-01,R02,P007,95544.36,28578.89,40.0
PL202606R02P008,2026-06-01,R02,P008,145093.41,50107.71,14.0
PL202606R03P001,2026-06-01,R03,P001,119460.22,52288.49,43.0
PL202606R03P002,2026-06-01,R03,P002,122116.50,53757.31,31.0
PL202606R03P003,2026-06-01,R03,P003,142728.30,54765.30,24.0
PL202606R03P004,2026-06-01,R03,P004,169911.73,59636.99,24.0
PL202606R03P005,2026-06-01,R03,P005,169528.96,57932.79,21.0
PL202606R03P006,2026-06-01,R03,P006,104080.01,30560.45,58.0
PL202606R03P007,2026-06-01,R03,P007,113632.61,36728.86,48.0
PL202606R03P008,2026-06-01,R03,P008,174705.73,61213.43,16.0
PL202606R04P001,2026-06-01,R04,P001,105675.43,45776.19,38.0
PL202606R04P002,2026-06-01,R04,P002,104644.01,45920.08,26.0
PL202606R04P003,2026-06-01,R04,P003,117736.70,47095.72,20.0
PL202606R04P004,2026-06-01,R04,P004,145321.57,47845.84,20.0
PL202606R04P005,2026-06-01,R04,P005,153699.66,49996.56,19.0
PL202606R04P006,2026-06-01,R04,P006,87121.76,25611.28,48.0
PL202606R04P007,2026-06-01,R04,P007,96753.62,28571.05,41.0
PL202606R04P008,2026-06-01,R04,P008,151069.48,54237.69,14.0
PL202606R05P001,2026-06-01,R05,P001,108519.81,47230.83,39.0
PL202606R05P002,2026-06-01,R05,P002,117314.82,51346.93,29.0
PL202606R05P003,2026-06-01,R05,P003,135772.14,54279.87,23.0
PL202606R05P004,2026-06-01,R05,P004,157050.15,54466.43,22.0
PL202606R05P005,2026-06-01,R05,P005,174477.93,57722.88,22.0
PL202606R05P006,2026-06-01,R05,P006,99015.25,28310.25,55.0
PL202606R05P007,2026-06-01,R05,P007,100457.10,32116.93,42.0
PL202606R05P008,2026-06-01,R05,P008,171507.35,61989.03,16.0
PL202606R06P001,2026-06-01,R06,P001,103716.34,45361.60,38.0
PL202606R06P002,2026-06-01,R06,P002,108408.04,48847.64,27.0
PL202606R06P003,2026-06-01,R06,P003,127756.46,49288.24,22.0
PL202606R06P004,2026-06-01,R06,P004,161867.10,54402.09,22.0
PL202606R06P005,2026-06-01,R06,P005,166009.20,53942.07,21.0
PL202606R06P006,2026-06-01,R06,P006,100094.07,29521.07,55.0
PL202606R06P007,2026-06-01,R06,P007,94054.97,30751.22,40.0
PL202606R06P008,2026-06-01,R06,P008,150962.60,52323.64,14.0
PL202607R01P001,2026-07-01,R01,P001,95131.67,39288.27,35.0
PL202607R01P002,2026-07-01,R01,P002,100489.47,44190.54,25.0
PL202607R01P003,2026-07-01,R01,P003,115728.99,45799.98,20.0
PL202607R01P004,2026-07-01,R01,P004,144413.34,47941.99,20.0
PL202607R01P005,2026-07-01,R01,P005,151116.74,50168.51,19.0
PL202607R01P006,2026-07-01,R01,P006,91552.45,25654.98,51.0
PL202607R01P007,2026-07-01,R01,P007,93566.07,27745.20,39.0
PL202607R01P008,2026-07-01,R01,P008,157662.64,55142.42,15.0
PL202607R02P001,2026-07-01,R02,P001,96100.07,39294.83,35.0
PL202607R02P002,2026-07-01,R02,P002,94945.91,43213.08,24.0
PL202607R02P003,2026-07-01,R02,P003,108319.74,42562.70,18.0
PL202607R02P004,2026-07-01,R02,P004,139755.33,48068.77,19.0
PL202607R02P005,2026-07-01,R02,P005,153811.28,50858.21,19.0
PL202607R02P006,2026-07-01,R02,P006,79891.33,23215.15,44.0
PL202607R02P007,2026-07-01,R02,P007,90448.84,27464.06,38.0
PL202607R02P008,2026-07-01,R02,P008,138661.52,48592.76,13.0
PL202607R03P001,2026-07-01,R03,P001,99063.60,40970.85,36.0
PL202607R03P002,2026-07-01,R03,P002,104540.29,46963.16,26.0
PL202607R03P003,2026-07-01,R03,P003,114591.72,46176.72,19.0
PL202607R03P004,2026-07-01,R03,P004,161700.83,54730.80,22.0
PL202607R03P005,2026-07-01,R03,P005,157628.30,52539.50,20.0
PL202607R03P006,2026-07-01,R03,P006,87807.76,24555.17,49.0
PL202607R03P007,2026-07-01,R03,P007,100388.38,32854.13,42.0
PL202607R03P008,2026-07-01,R03,P008,147071.43,51406.22,14.0
PL202607R04P001,2026-07-01,R04,P001,89412.25,36855.60,32.0
PL202607R04P002,2026-07-01,R04,P002,87708.32,40136.84,22.0
PL202607R04P003,2026-07-01,R04,P003,97192.25,37752.51,17.0
PL202607R04P004,2026-07-01,R04,P004,140031.57,48032.46,19.0
PL202607R04P005,2026-07-01,R04,P005,134451.06,42557.72,17.0
PL202607R04P006,2026-07-01,R04,P006,85079.21,24107.97,47.0
PL202607R04P007,2026-07-01,R04,P007,81907.45,25160.79,34.0
PL202607R04P008,2026-07-01,R04,P008,124845.88,44607.68,12.0
PL202607R05P001,2026-07-01,R05,P001,98444.74,40211.36,36.0
PL202607R05P002,2026-07-01,R05,P002,100683.48,45161.69,25.0
PL202607R05P003,2026-07-01,R05,P003,120620.11,48022.40,20.0
PL202607R05P004,2026-07-01,R05,P004,154198.04,54534.08,21.0
PL202607R05P005,2026-07-01,R05,P005,161872.87,51346.38,20.0
PL202607R05P006,2026-07-01,R05,P006,89058.47,24289.77,49.0
PL202607R05P007,2026-07-01,R05,P007,90929.88,26953.62,38.0
PL202607R05P008,2026-07-01,R05,P008,148660.17,54220.32,14.0
PL202607R06P001,2026-07-01,R06,P001,98159.78,41562.41,36.0
PL202607R06P002,2026-07-01,R06,P002,104404.53,47486.27,26.0
PL202607R06P003,2026-07-01,R06,P003,104000.29,42380.91,18.0
PL202607R06P004,2026-07-01,R06,P004,145894.19,48056.91,20.0
PL202607R06P005,2026-07-01,R06,P005,138592.77,47609.32,17.0
PL202607R06P006,2026-07-01,R06,P006,88429.10,26027.63,49.0
PL202607R06P007,2026-07-01,R06,P007,83269.51,25312.72,35.0
PL202607R06P008,2026-07-01,R06,P008,131792.25,49708.31,12.0
PL202608R01P001,2026-08-01,R01,P001,91724.89,38400.28,33.0
PL202608R01P002,2026-08-01,R01,P002,96491.56,43181.81,24.0
PL202608R01P003,2026-08-01,R01,P003,104464.91,41228.59,18.0
PL202608R01P004,2026-08-01,R01,P004,135284.03,47242.55,19.0
PL202608R01P005,2026-08-01,R01,P005,144719.96,46030.43,18.0
PL202608R01P006,2026-08-01,R01,P006,81580.49,23316.97,45.0
PL202608R01P007,2026-08-01,R01,P007,82697.46,24560.79,35.0
PL202608R01P008,2026-08-01,R01,P008,142431.75,53349.22,13.0
PL202608R02P001,2026-08-01,R02,P001,84324.49,34878.11,31.0
PL202608R02P002,2026-08-01,R02,P002,94119.47,41009.13,24.0
PL202608R02P003,2026-08-01,R02,P003,95743.72,38636.88,16.0
PL202608R02P004,2026-08-01,R02,P004,136092.26,47160.28,19.0
PL202608R02P005,2026-08-01,R02,P005,138027.81,46258.13,17.0
PL202608R02P006,2026-08-01,R02,P006,77972.42,20924.31,43.0
PL202608R02P007,2026-08-01,R02,P007,79636.19,23818.57,34.0
PL202608R02P008,2026-08-01,R02,P008,124835.69,44904.60,12.0
PL202608R03P001,2026-08-01,R03,P001,88856.44,37289.66,32.0
PL202608R03P002,2026-08-01,R03,P002,102856.85,44775.09,26.0
PL202608R03P003,2026-08-01,R03,P003,110514.66,41586.42,19.0
PL202608R03P004,2026-08-01,R03,P004,146838.47,52507.06,20.0
PL202608R03P005,2026-08-01,R03,P005,152920.62,50879.10,19.0
PL202608R03P006,2026-08-01,R03,P006,84113.39,24954.23,47.0
PL202608R03P007,2026-08-01,R03,P007,86766.01,27480.67,37.0
PL202608R03P008,2026-08-01,R03,P008,142323.88,53219.86,13.0
PL202608R04P001,2026-08-01,R04,P001,81796.93,33895.09,30.0
PL202608R04P002,2026-08-01,R04,P002,85743.78,38575.23,21.0
PL202608R04P003,2026-08-01,R04,P003,94272.22,36244.94,16.0
PL202608R04P004,2026-08-01,R04,P004,120710.00,41162.64,17.0
PL202608R04P005,2026-08-01,R04,P005,131862.23,42225.76,17.0
PL202608R04P006,2026-08-01,R04,P006,75874.08,20230.58,42.0
PL202608R04P007,2026-08-01,R04,P007,75753.22,24763.64,32.0
PL202608R04P008,2026-08-01,R04,P008,118349.82,41089.59,11.0
PL202608R05P001,2026-08-01,R05,P001,91519.39,37092.28,33.0
PL202608R05P002,2026-08-01,R05,P002,97561.87,42899.54,24.0
PL202608R05P003,2026-08-01,R05,P003,107830.82,43739.80,18.0
PL202608R05P004,2026-08-01,R05,P004,138462.35,45876.12,19.0
PL202608R05P005,2026-08-01,R05,P005,148530.67,47609.53,19.0
PL202608R05P006,2026-08-01,R05,P006,76998.99,20786.59,43.0
PL202608R05P007,2026-08-01,R05,P007,80637.00,24194.78,34.0
PL202608R05P008,2026-08-01,R05,P008,137239.82,47793.97,13.0
PL202608R06P001,2026-08-01,R06,P001,81323.51,34992.41,30.0
PL202608R06P002,2026-08-01,R06,P002,88246.36,39423.48,22.0
PL202608R06P003,2026-08-01,R06,P003,99289.76,40291.54,17.0
PL202608R06P004,2026-08-01,R06,P004,133514.40,47079.93,18.0
PL202608R06P005,2026-08-01,R06,P005,144893.95,46002.72,18.0
PL202608R06P006,2026-08-01,R06,P006,80946.57,22310.36,45.0
PL202608R06P007,2026-08-01,R06,P007,86892.45,27395.25,37.0
PL202608R06P008,2026-08-01,R06,P008,118115.86,40802.96,11.0
PL202609R01P001,2026-09-01,R01,P001,102583.01,43892.01,37.0
PL202609R01P002,2026-09-01,R01,P002,112770.75,49445.77,28.0
PL202609R01P003,2026-09-01,R01,P003,135632.96,51576.18,23.0
PL202609R01P004,2026-09-01,R01,P004,168915.93,59492.47,23.0
PL202609R01P005,2026-09-01,R01,P005,179560.67,60787.81,23.0
PL202609R01P006,2026-09-01,R01,P006,94722.92,25880.06,52.0
PL202609R01P007,2026-09-01,R01,P007,99059.47,31233.76,42.0
PL202609R01P008,2026-09-01,R01,P008,176000.86,65576.72,17.0
PL202609R02P001,2026-09-01,R02,P001,107981.30,44979.04,39.0
PL202609R02P002,2026-09-01,R02,P002,114108.43,52162.02,29.0
PL202609R02P003,2026-09-01,R02,P003,116739.82,47048.72,20.0
