OpportunityKey,CampaignKey,CreatedDate,ExpectedCloseDate,CustomerKey,SalesRepKey,RegionKey,PrimaryProductKey,SalesStage,StageProbability,OpportunityAmount,WeightedPipeline,LostReason,NextStepMissing
OP00692,CA00692,2024-11-12,2024-12-08,C003,S011,R05,P002,Closed Won,1.0000,123792.39,123792.39,,False
OP00693,CA00693,2024-10-10,2024-12-09,C022,S002,R02,P008,Qualified,0.3000,617676.93,185303.08,,False
OP00694,CA00694,2024-08-23,2024-11-21,C006,S005,R05,P003,Qualified,0.3000,167140.65,50142.20,,False
OP00695,CA00695,2024-09-11,2024-11-30,C028,S011,R05,P004,Prospecting,0.1500,483852.33,72577.85,,False
OP00696,CA00696,2024-11-22,2024-12-18,C019,S010,R04,P006,Negotiation,0.7200,21545.56,15512.81,,False
OP00697,CA00697,2024-08-29,2024-11-24,C002,S001,R01,P008,Closed Won,1.0000,321792.77,321792.77,,True
OP00698,CA00698,2024-10-04,2024-11-17,C030,S012,R06,P001,Prospecting,0.1500,274517.86,41177.68,,False
OP00699,CA00699,2024-10-15,2024-12-08,C008,S004,R04,P004,Qualified,0.3000,76016.50,22804.95,,False
OP00700,CA00700,2024-10-11,2024-12-05,C012,S008,R02,P003,Negotiation,0.7200,42234.77,30409.04,,False
OP00701,CA00701,2024-11-04,2024-11-19,C017,S002,R02,P006,Qualified,0.3000,14188.59,4256.58,,False
OP00702,CA00702,2024-10-11,2024-12-09,C015,S006,R06,P007,Prospecting,0.1500,5962.05,894.31,,False
OP00703,CA00703,2024-10-25,2024-11-29,C026,S006,R06,P008,Qualified,0.3000,317390.11,95217.03,,False
OP00704,CA00704,2024-09-14,2024-11-27,C007,S006,R06,P001,Prospecting,0.1500,259129.28,38869.39,,False
OP00705,CA00705,2024-10-12,2024-12-10,C014,S006,R06,P003,Negotiation,0.7200,140238.79,100971.93,,False
OP00706,CA00706,2024-10-17,2024-12-03,C029,S007,R01,P005,Qualified,0.3000,214226.80,64268.04,,True
OP00707,CA00707,2024-10-26,2024-11-30,C010,S001,R01,P006,Negotiation,0.7200,175830.67,126598.09,,False
OP00708,CA00708,2024-11-24,2024-12-07,C027,S004,R04,P005,Negotiation,0.7200,353679.50,254649.24,,False
OP00709,CA00709,2024-10-23,2024-12-07,C023,S001,R01,P004,Proposal,0.5500,114220.61,62821.33,,False
OP00710,CA00710,2024-10-16,2024-11-25,C001,S002,R02,P003,Closed Won,1.0000,145759.41,145759.41,,False
OP00711,CA00711,2024-10-17,2024-12-06,C013,S004,R04,P001,Proposal,0.5500,43074.63,23691.05,,False
OP00712,CA00712,2024-11-17,2024-12-02,C005,S010,R04,P008,Closed Won,1.0000,475190.30,475190.30,,False
OP00713,CA00713,2024-10-27,2024-12-10,C008,S002,R02,P004,Qualified,0.3000,65767.03,19730.11,,False
OP00714,CA00714,2024-10-03,2024-12-04,C021,S001,R01,P006,Proposal,0.5500,57356.23,31545.93,,False
OP00715,CA00715,2024-10-18,2024-12-19,C001,S007,R01,P006,Proposal,0.5500,11894.82,6542.15,,False
OP00716,CA00716,2024-10-04,2024-12-09,C003,S008,R02,P002,Closed Won,1.0000,167815.27,167815.27,,False
OP00717,CA00717,2024-10-20,2024-12-03,C003,S002,R02,P002,Proposal,0.5500,101671.57,55919.37,,False
OP00718,CA00718,2024-11-26,2024-12-11,C006,S001,R01,P007,Qualified,0.3000,195432.78,58629.83,,False
OP00719,CA00719,2024-09-27,2024-12-08,C015,S001,R01,P006,Negotiation,0.7200,118882.95,85595.72,,False
OP00720,CA00720,2024-10-12,2024-12-16,C001,S007,R01,P005,Closed Won,1.0000,88568.93,88568.93,,True
OP00721,CA00721,2024-12-14,2025-01-15,C011,S009,R03,P007,Closed Won,1.0000,57101.83,57101.83,,False
OP00722,CA00722,2024-09-19,2024-12-15,C012,S007,R01,P008,Proposal,0.5500,51993.98,28596.69,,False
OP00723,CA00723,2024-11-12,2025-01-12,C018,S005,R05,P001,Proposal,0.5500,47565.63,26161.10,,False
OP00724,CA00724,2024-10-14,2024-12-19,C003,S002,R02,P002,Proposal,0.5500,19243.60,10583.98,,False
OP00725,CA00725,2024-10-21,2025-01-02,C003,S007,R01,P008,Closed Won,1.0000,212704.91,212704.91,,False
OP00726,CA00726,2024-11-17,2025-01-11,C003,S008,R02,P003,Qualified,0.3000,17636.66,5291.00,,True
OP00727,CA00727,2024-09-29,2024-12-19,C002,S003,R03,P001,Proposal,0.5500,11641.04,6402.57,,False
OP00728,CA00728,2024-11-08,2024-12-23,C021,S012,R06,P006,Qualified,0.3000,3339.40,1001.82,,False
OP00729,CA00729,2024-09-29,2024-12-26,C001,S011,R05,P001,Proposal,0.5500,54480.68,29964.38,,False
OP00730,CA00730,2024-11-27,2025-01-01,C022,S010,R04,P001,Proposal,0.5500,18612.39,10236.82,,True
OP00731,CA00731,2024-12-15,2025-01-07,C003,S008,R02,P008,Qualified,0.3000,132522.58,39756.78,,True
OP00732,CA00732,2024-10-24,2025-01-20,C029,S006,R06,P006,Closed Won,1.0000,66552.92,66552.92,,False
OP00733,CA00733,2024-10-29,2025-01-21,C011,S004,R04,P007,Closed Won,1.0000,20403.60,20403.60,,False
OP00734,CA00734,2024-11-26,2025-01-10,C017,S002,R02,P006,Negotiation,0.7200,8872.53,6388.22,,False
OP00735,CA00735,2024-11-21,2024-12-25,C012,S002,R02,P002,Proposal,0.5500,178972.63,98434.95,,False
OP00736,CA00736,2024-10-09,2025-01-02,C025,S001,R01,P001,Closed Lost,0.0000,155428.86,0.00,Budget Frozen,True
OP00737,CA00737,2024-10-14,2024-12-19,C014,S008,R02,P006,Proposal,0.5500,34806.35,19143.49,,False
OP00738,CA00738,2024-12-19,2024-12-31,C012,S006,R06,P005,Closed Won,1.0000,60638.91,60638.91,,False
OP00739,CA00739,2024-11-01,2024-12-30,C020,S012,R06,P005,Negotiation,0.7200,332531.79,239422.89,,False
OP00740,CA00740,2024-11-21,2025-01-07,C026,S002,R02,P008,Closed Won,1.0000,189068.92,189068.92,,False
OP00741,CA00741,2024-12-06,2024-12-27,C025,S002,R02,P008,Prospecting,0.1500,136674.07,20501.11,,False
OP00742,CA00742,2024-11-05,2025-01-10,C026,S006,R06,P008,Negotiation,0.7200,116558.07,83921.81,,False
OP00743,CA00743,2024-11-20,2024-12-14,C019,S006,R06,P003,Closed Won,1.0000,58240.34,58240.34,,True
OP00744,CA00744,2024-12-11,2024-12-23,C030,S010,R04,P008,Closed Won,1.0000,85349.36,85349.36,,False
OP00745,CA00745,2024-09-30,2024-12-22,C013,S011,R05,P006,Prospecting,0.1500,19253.88,2888.08,,False
OP00746,CA00746,2024-10-24,2025-01-08,C015,S003,R03,P007,Qualified,0.3000,147436.10,44230.83,,False
OP00747,CA00747,2024-12-07,2025-01-12,C001,S012,R06,P007,Qualified,0.3000,19706.92,5912.08,,False
OP00748,CA00748,2024-10-12,2024-12-24,C023,S011,R05,P007,Negotiation,0.7200,164633.73,118536.29,,False
OP00749,CA00749,2024-10-04,2024-12-14,C017,S007,R01,P002,Negotiation,0.7200,149555.36,107679.86,,False
OP00750,CA00750,2024-11-07,2024-12-20,C027,S006,R06,P007,Negotiation,0.7200,23908.96,17214.45,,False
OP00751,CA00751,2024-11-18,2025-01-05,C027,S012,R06,P002,Closed Won,1.0000,37807.17,37807.17,,False
OP00752,CA00752,2024-12-06,2025-01-02,C006,S003,R03,P001,Closed Won,1.0000,42953.38,42953.38,,False
OP00753,CA00753,2024-10-28,2024-12-17,C029,S006,R06,P002,Closed Won,1.0000,28347.10,28347.10,,False
OP00754,CA00754,2024-11-06,2025-01-17,C014,S004,R04,P001,Proposal,0.5500,72988.40,40143.62,,False
OP00755,CA00755,2024-11-01,2025-01-03,C023,S003,R03,P006,Qualified,0.3000,46506.64,13951.99,,False
OP00756,CA00756,2025-01-04,2025-01-16,C006,S005,R05,P001,Prospecting,0.1500,284784.54,42717.68,,True
OP00757,CA00757,2025-01-04,2025-01-18,C028,S001,R01,P002,Qualified,0.3000,41876.24,12562.87,,False
OP00758,CA00758,2024-10-26,2024-12-28,C013,S006,R06,P004,Closed Lost,0.0000,13843.00,0.00,Timing,False
OP00759,CA00759,2024-10-10,2025-01-01,C006,S012,R06,P002,Closed Won,1.0000,32615.20,32615.20,,False
OP00760,CA00760,2024-11-10,2025-01-06,C011,S001,R01,P001,Prospecting,0.1500,104235.81,15635.37,,False
OP00761,CA00761,2024-10-17,2025-01-10,C003,S006,R06,P005,Proposal,0.5500,190685.37,104876.95,,False
OP00762,CA00762,2024-10-25,2025-01-09,C007,S008,R02,P002,Negotiation,0.7200,71726.48,51643.06,,True
OP00763,CA00763,2024-11-06,2025-01-03,C023,S005,R05,P007,Negotiation,0.7200,144417.01,103980.24,,False
OP00764,CA00764,2024-11-15,2025-01-02,C007,S002,R02,P004,Closed Lost,0.0000,39162.50,0.00,Price,False
OP00765,CA00765,2024-12-25,2025-01-11,C003,S007,R01,P003,Prospecting,0.1500,119892.79,17983.92,,True
OP00766,CA00766,2024-11-20,2025-01-12,C010,S004,R04,P001,Closed Won,1.0000,285155.15,285155.15,,False
OP00767,CA00767,2024-10-30,2024-12-27,C024,S002,R02,P007,Prospecting,0.1500,53065.21,7959.78,,False
OP00768,CA00768,2024-11-13,2025-01-02,C026,S005,R05,P008,Proposal,0.5500,51768.72,28472.80,,False
OP00769,CA00769,2024-11-17,2024-12-21,C012,S006,R06,P008,Negotiation,0.7200,203590.61,146585.24,,False
OP00770,CA00770,2024-10-13,2024-12-20,C019,S011,R05,P001,Qualified,0.3000,172057.78,51617.33,,False
OP00771,CA00771,2024-12-14,2025-01-08,C015,S004,R04,P008,Proposal,0.5500,151244.25,83184.34,,False
OP00772,CA00772,2025-01-03,2025-01-16,C019,S008,R02,P006,Closed Lost,0.0000,55709.79,0.00,Budget Frozen,False
OP00773,CA00773,2024-10-17,2025-01-12,C016,S012,R06,P007,Qualified,0.3000,9606.83,2882.05,,True
OP00774,CA00774,2024-11-02,2024-12-31,C003,S009,R03,P008,Negotiation,0.7200,219715.83,158195.40,,True
OP00775,CA00775,2024-11-03,2024-12-29,C011,S005,R05,P006,Proposal,0.5500,24658.29,13562.06,,True
OP00776,CA00776,2024-11-06,2024-12-27,C005,S004,R04,P003,Proposal,0.5500,61267.42,33697.08,,False
OP00777,CA00777,2024-10-09,2024-12-31,C024,S010,R04,P001,Prospecting,0.1500,18484.34,2772.65,,False
OP00778,CA00778,2024-11-13,2025-01-07,C012,S004,R04,P005,Closed Won,1.0000,164118.92,164118.92,,False
OP00779,CA00779,2024-12-15,2024-12-28,C015,S007,R01,P004,Closed Won,1.0000,117133.61,117133.61,,False
OP00780,CA00780,2024-11-22,2025-01-09,C001,S006,R06,P004,Qualified,0.3000,48757.81,14627.34,,False
OP00781,CA00781,2024-10-30,2024-12-28,C014,S001,R01,P003,Qualified,0.3000,1626.66,488.00,,False
OP00782,CA00782,2024-11-25,2024-12-29,C029,S004,R04,P003,Closed Lost,0.0000,62467.85,0.00,Budget Frozen,False
OP00783,CA00783,2024-11-26,2024-12-27,C016,S001,R01,P004,Qualified,0.3000,147065.00,44119.50,,False
OP00784,CA00784,2024-10-28,2025-01-19,C028,S006,R06,P007,Closed Won,1.0000,82961.66,82961.66,,False
OP00785,CA00785,2024-10-19,2025-01-08,C016,S008,R02,P002,Negotiation,0.7200,50474.75,36341.82,,False
OP00786,CA00786,2024-11-11,2025-01-21,C011,S011,R05,P002,Closed Won,1.0000,74094.17,74094.17,,True
OP00787,CA00787,2024-11-18,2024-12-31,C027,S004,R04,P006,Proposal,0.5500,9593.48,5276.41,,False
OP00788,CA00788,2024-11-10,2025-01-04,C014,S004,R04,P004,Prospecting,0.1500,152741.89,22911.28,,False
OP00789,CA00789,2024-11-20,2025-01-11,C008,S010,R04,P003,Closed Won,1.0000,792.32,792.32,,False
OP00790,CA00790,2024-12-20,2025-01-09,C010,S004,R04,P004,Closed Lost,0.0000,116318.56,0.00,Budget Frozen,False
OP00791,CA00791,2024-11-02,2025-01-13,C017,S002,R02,P002,Negotiation,0.7200,34293.06,24691.00,,False
OP00792,CA00792,2024-11-15,2025-02-06,C021,S001,R01,P007,Closed Won,1.0000,89126.17,89126.17,,False
OP00793,CA00793,2025-01-30,2025-02-13,C016,S010,R04,P001,Negotiation,0.7200,50050.41,36036.30,,False
OP00794,CA00794,2024-12-17,2025-01-31,C003,S012,R06,P002,Closed Won,1.0000,2758.44,2758.44,,False
OP00795,CA00795,2024-11-12,2025-01-18,C024,S008,R02,P006,Prospecting,0.1500,426683.80,64002.57,,False
OP00796,CA00796,2024-12-03,2025-02-08,C017,S003,R03,P005,Proposal,0.5500,207641.63,114202.90,,False
OP00797,CA00797,2024-12-26,2025-02-11,C005,S007,R01,P004,Closed Lost,0.0000,36132.48,0.00,Timing,False
OP00798,CA00798,2024-11-17,2025-02-07,C013,S010,R04,P004,Prospecting,0.1500,53798.45,8069.77,,False
OP00799,CA00799,2024-12-21,2025-02-09,C018,S001,R01,P003,Proposal,0.5500,56829.38,31256.16,,False
OP00800,CA00800,2024-12-01,2025-02-06,C028,S011,R05,P003,Prospecting,0.1500,62353.07,9352.96,,False
OP00801,CA00801,2024-11-15,2025-01-12,C007,S011,R05,P005,Closed Won,1.0000,112310.23,112310.23,,False
OP00802,CA00802,2024-12-12,2025-02-14,C020,S002,R02,P007,Prospecting,0.1500,19438.46,2915.77,,True
OP00803,CA00803,2024-12-15,2025-01-24,C019,S011,R05,P004,Closed Won,1.0000,174422.05,174422.05,,False
OP00804,CA00804,2025-01-02,2025-02-15,C011,S010,R04,P008,Qualified,0.3000,137021.26,41106.38,,False
OP00805,CA00805,2025-01-04,2025-01-24,C018,S010,R04,P003,Closed Won,1.0000,51597.56,51597.56,,False
OP00806,CA00806,2024-12-15,2025-01-24,C003,S011,R05,P001,Negotiation,0.7200,36449.71,26243.79,,False
OP00807,CA00807,2024-11-19,2025-02-14,C003,S008,R02,P003,Closed Won,1.0000,89230.26,89230.26,,False
OP00808,CA00808,2024-11-22,2025-01-16,C008,S007,R01,P006,Qualified,0.3000,48777.92,14633.37,,False
OP00809,CA00809,2024-12-16,2025-01-10,C002,S001,R01,P002,Proposal,0.5500,67026.36,36864.50,,False
OP00810,CA00810,2025-01-26,2025-02-22,C019,S001,R01,P001,Proposal,0.5500,12549.13,6902.02,,False
OP00811,CA00811,2025-01-19,2025-02-12,C003,S009,R03,P003,Prospecting,0.1500,134894.82,20234.22,,False
OP00812,CA00812,2024-11-30,2025-02-12,C019,S003,R03,P001,Negotiation,0.7200,249220.17,179438.52,,False
OP00813,CA00813,2024-11-07,2025-01-22,C022,S001,R01,P004,Qualified,0.3000,241530.02,72459.01,,False
OP00814,CA00814,2024-12-28,2025-01-25,C003,S004,R04,P002,Qualified,0.3000,125909.71,37772.91,,True
OP00815,CA00815,2024-12-08,2025-01-12,C003,S005,R05,P006,Closed Won,1.0000,183837.99,183837.99,,False
OP00816,CA00816,2024-11-21,2025-02-03,C025,S008,R02,P007,Proposal,0.5500,800.65,440.36,,False
OP00817,CA00817,2025-01-02,2025-02-13,C008,S002,R02,P003,Prospecting,0.1500,67332.14,10099.82,,False
OP00818,CA00818,2024-12-30,2025-01-25,C020,S002,R02,P003,Negotiation,0.7200,239886.60,172718.35,,True
OP00819,CA00819,2024-12-04,2025-01-26,C028,S010,R04,P004,Closed Won,1.0000,688205.10,688205.10,,False
OP00820,CA00820,2024-12-05,2025-02-15,C023,S009,R03,P005,Closed Won,1.0000,357386.96,357386.96,,False
OP00821,CA00821,2024-12-27,2025-01-14,C014,S007,R01,P001,Negotiation,0.7200,76546.75,55113.66,,False
OP00822,CA00822,2025-01-02,2025-02-07,C019,S001,R01,P006,Qualified,0.3000,4758.27,1427.48,,False
OP00823,CA00823,2024-12-12,2025-02-07,C013,S006,R06,P002,Proposal,0.5500,12625.55,6944.05,,False
OP00824,CA00824,2024-11-13,2025-01-31,C013,S004,R04,P003,Proposal,0.5500,130095.74,71552.66,,False
OP00825,CA00825,2024-11-18,2025-02-08,C012,S001,R01,P004,Closed Won,1.0000,76937.24,76937.24,,False
OP00826,CA00826,2025-01-16,2025-02-19,C028,S005,R05,P003,Prospecting,0.1500,206536.53,30980.48,,False
OP00827,CA00827,2024-12-12,2025-02-08,C026,S003,R03,P003,Prospecting,0.1500,32497.67,4874.65,,False
OP00828,CA00828,2024-12-26,2025-02-12,C026,S001,R01,P008,Proposal,0.5500,1030756.82,566916.25,,False
OP00829,CA00829,2024-11-28,2025-01-27,C022,S001,R01,P004,Closed Lost,0.0000,85566.38,0.00,Price,False
OP00830,CA00830,2024-11-25,2025-01-27,C010,S004,R04,P005,Closed Won,1.0000,125026.12,125026.12,,False
OP00831,CA00831,2024-12-03,2025-01-23,C005,S001,R01,P001,Proposal,0.5500,29004.19,15952.30,,False
OP00832,CA00832,2024-10-28,2025-01-24,C002,S011,R05,P003,Proposal,0.5500,109288.36,60108.60,,False
OP00833,CA00833,2024-12-29,2025-02-20,C006,S012,R06,P005,Prospecting,0.1500,137591.25,20638.69,,False
OP00834,CA00834,2024-12-28,2025-02-19,C021,S002,R02,P002,Prospecting,0.1500,7757.07,1163.56,,False
OP00835,CA00835,2024-12-18,2025-02-08,C019,S009,R03,P007,Prospecting,0.1500,33515.33,5027.30,,False
OP00836,CA00836,2025-01-23,2025-02-07,C018,S012,R06,P008,Proposal,0.5500,280903.63,154497.00,,False
OP00837,CA00837,2024-11-21,2025-02-08,C015,S005,R05,P001,Negotiation,0.7200,120839.38,87004.35,,False
OP00838,CA00838,2024-12-08,2025-01-14,C028,S002,R02,P001,Proposal,0.5500,16592.75,9126.01,,False
OP00839,CA00839,2024-11-10,2025-01-30,C029,S008,R02,P006,Closed Won,1.0000,88586.92,88586.92,,False
OP00840,CA00840,2024-10-27,2025-01-25,C025,S008,R02,P006,Prospecting,0.1500,47429.13,7114.37,,False
OP00841,CA00841,2024-11-20,2025-02-03,C025,S007,R01,P001,Prospecting,0.1500,36772.49,5515.87,,False
OP00842,CA00842,2025-01-04,2025-02-08,C003,S011,R05,P008,Qualified,0.3000,52427.89,15728.37,,True
OP00843,CA00843,2025-01-18,2025-02-04,C026,S012,R06,P008,Qualified,0.3000,392117.23,117635.17,,False
OP00844,CA00844,2025-01-09,2025-02-14,C027,S010,R04,P004,Prospecting,0.1500,204257.87,30638.68,,False
OP00845,CA00845,2024-12-27,2025-01-17,C018,S011,R05,P007,Closed Won,1.0000,470724.29,470724.29,,False
OP00846,CA00846,2024-12-24,2025-01-23,C002,S011,R05,P005,Closed Won,1.0000,102154.45,102154.45,,False
OP00847,CA00847,2024-11-25,2025-02-05,C023,S002,R02,P007,Closed Won,1.0000,58573.10,58573.10,,False
OP00848,CA00848,2024-11-23,2025-01-31,C001,S003,R03,P003,Negotiation,0.7200,171126.39,123211.00,,False
OP00849,CA00849,2024-11-01,2025-01-24,C012,S002,R02,P008,Negotiation,0.7200,441109.10,317598.55,,False
OP00850,CA00850,2024-11-29,2025-02-11,C015,S007,R01,P002,Negotiation,0.7200,206091.07,148385.57,,False
OP00851,CA00851,2024-11-10,2025-02-03,C001,S006,R06,P001,Closed Lost,0.0000,82185.94,0.00,Timing,False
OP00852,CA00852,2025-01-07,2025-02-21,C018,S009,R03,P001,Negotiation,0.7200,72868.01,52464.96,,False
OP00853,CA00853,2024-12-27,2025-02-11,C023,S008,R02,P002,Negotiation,0.7200,69064.98,49726.78,,False
OP00854,CA00854,2025-02-04,2025-03-07,C027,S006,R06,P004,Closed Won,1.0000,92946.19,92946.19,,False
OP00855,CA00855,2025-01-21,2025-02-18,C024,S002,R02,P001,Qualified,0.3000,81571.12,24471.34,,False
OP00856,CA00856,2024-12-05,2025-02-14,C017,S003,R03,P007,Proposal,0.5500,71220.33,39171.18,,False
OP00857,CA00857,2025-01-24,2025-03-10,C024,S006,R06,P002,Negotiation,0.7200,43357.72,31217.56,,False
OP00858,CA00858,2024-12-20,2025-03-08,C020,S007,R01,P005,Qualified,0.3000,301554.43,90466.33,,False
OP00859,CA00859,2024-12-06,2025-03-04,C020,S011,R05,P007,Closed Won,1.0000,142871.27,142871.27,,False
OP00860,CA00860,2024-12-15,2025-02-21,C028,S001,R01,P006,Closed Lost,0.0000,56904.57,0.00,Price,False
OP00861,CA00861,2025-01-10,2025-03-01,C028,S011,R05,P007,Closed Won,1.0000,12224.87,12224.87,,False
OP00862,CA00862,2025-02-12,2025-03-13,C014,S011,R05,P002,Proposal,0.5500,71270.51,39198.78,,False
OP00863,CA00863,2024-12-17,2025-02-21,C020,S001,R01,P006,Closed Lost,0.0000,20219.11,0.00,Timing,False
OP00864,CA00864,2025-01-28,2025-03-02,C014,S004,R04,P004,Proposal,0.5500,121542.21,66848.22,,False
OP00865,CA00865,2024-12-01,2025-02-26,C018,S002,R02,P002,Prospecting,0.1500,56247.12,8437.07,,False
OP00866,CA00866,2024-12-08,2025-03-01,C028,S008,R02,P007,Negotiation,0.7200,80418.22,57901.12,,False
OP00867,CA00867,2024-12-22,2025-03-22,C003,S004,R04,P008,Closed Won,1.0000,131912.36,131912.36,,False
OP00868,CA00868,2025-01-31,2025-03-02,C013,S010,R04,P007,Qualified,0.3000,5314.15,1594.24,,False
OP00869,CA00869,2024-11-23,2025-02-21,C014,S004,R04,P002,Negotiation,0.7200,30863.96,22222.05,,False
OP00870,CA00870,2024-12-27,2025-02-25,C013,S001,R01,P003,Negotiation,0.7200,215488.16,155151.47,,False
OP00871,CA00871,2024-12-01,2025-02-16,C028,S009,R03,P008,Negotiation,0.7200,786204.74,566067.41,,False
OP00872,CA00872,2025-01-14,2025-02-28,C010,S010,R04,P008,Closed Lost,0.0000,397136.81,0.00,Competitor,False
OP00873,CA00873,2025-03-02,2025-03-18,C003,S006,R06,P001,Qualified,0.3000,42037.17,12611.15,,False
OP00874,CA00874,2024-12-08,2025-02-22,C009,S008,R02,P003,Proposal,0.5500,161723.23,88947.78,,False
OP00875,CA00875,2025-02-12,2025-03-17,C007,S009,R03,P005,Qualified,0.3000,274511.64,82353.49,,False
OP00876,CA00876,2024-11-13,2025-02-07,C013,S012,R06,P006,Qualified,0.3000,179924.32,53977.30,,False
OP00877,CA00877,2024-12-17,2025-02-21,C008,S001,R01,P003,Proposal,0.5500,150821.64,82951.90,,False
OP00878,CA00878,2024-12-03,2025-02-18,C025,S009,R03,P007,Proposal,0.5500,95812.63,52696.95,,False
OP00879,CA00879,2024-11-19,2025-02-13,C024,S011,R05,P002,Qualified,0.3000,116.22,34.87,,False
OP00880,CA00880,2024-12-08,2025-03-08,C023,S008,R02,P005,Negotiation,0.7200,122792.39,88410.52,,False
OP00881,CA00881,2025-01-22,2025-02-14,C004,S012,R06,P008,Proposal,0.5500,138729.87,76301.43,,False
OP00882,CA00882,2025-02-18,2025-03-02,C014,S011,R05,P008,Prospecting,0.1500,151241.11,22686.17,,False
OP00883,CA00883,2025-01-21,2025-03-14,C017,S001,R01,P002,Closed Won,1.0000,68870.87,68870.87,,False
OP00884,CA00884,2024-12-30,2025-03-10,C002,S005,R05,P002,Closed Won,1.0000,74631.56,74631.56,,False
OP00885,CA00885,2024-11-21,2025-02-17,C013,S009,R03,P003,Closed Lost,0.0000,50169.63,0.00,Price,False
OP00886,CA00886,2024-12-21,2025-03-20,C024,S006,R06,P006,Closed Lost,0.0000,320559.78,0.00,Competitor,False
OP00887,CA00887,2025-02-05,2025-03-03,C001,S011,R05,P003,Proposal,0.5500,458763.62,252319.99,,False
OP00888,CA00888,2024-12-13,2025-02-24,C002,S008,R02,P001,Qualified,0.3000,63851.24,19155.37,,False
OP00889,CA00889,2024-12-31,2025-02-21,C008,S008,R02,P002,Closed Lost,0.0000,84682.61,0.00,Competitor,False
OP00890,CA00890,2024-12-04,2025-03-03,C009,S003,R03,P003,Proposal,0.5500,204853.97,112669.68,,False
OP00891,CA00891,2025-02-07,2025-02-22,C019,S001,R01,P006,Qualified,0.3000,26592.76,7977.83,,False
OP00892,CA00892,2025-01-18,2025-02-22,C009,S012,R06,P007,Negotiation,0.7200,26938.22,19395.52,,True
OP00893,CA00893,2025-02-28,2025-03-14,C001,S009,R03,P007,Proposal,0.5500,71450.52,39297.79,,False
OP00894,CA00894,2025-02-20,2025-03-16,C011,S009,R03,P006,Prospecting,0.1500,74765.36,11214.80,,False
OP00895,CA00895,2025-02-11,2025-03-08,C028,S010,R04,P004,Closed Won,1.0000,295219.32,295219.32,,True
OP00896,CA00896,2025-02-15,2025-03-06,C016,S005,R05,P008,Negotiation,0.7200,160574.96,115613.97,,True
OP00897,CA00897,2025-01-06,2025-03-12,C017,S012,R06,P006,Closed Won,1.0000,58960.46,58960.46,,False
OP00898,CA00898,2024-12-17,2025-03-08,C006,S004,R04,P002,Closed Won,1.0000,102147.79,102147.79,,False
OP00899,CA00899,2025-01-03,2025-03-04,C004,S001,R01,P002,Qualified,0.3000,31673.31,9501.99,,False
OP00900,CA00900,2024-12-22,2025-02-24,C016,S012,R06,P007,Negotiation,0.7200,12898.94,9287.24,,False
OP00901,CA00901,2025-01-21,2025-02-20,C016,S006,R06,P003,Negotiation,0.7200,37481.80,26986.90,,False
OP00902,CA00902,2025-01-22,2025-02-27,C030,S003,R03,P004,Closed Lost,0.0000,96638.43,0.00,Budget Frozen,False
OP00903,CA00903,2025-01-03,2025-03-12,C006,S002,R02,P004,Prospecting,0.1500,82183.50,12327.53,,False
OP00904,CA00904,2024-11-28,2025-02-11,C015,S008,R02,P004,Prospecting,0.1500,152206.43,22830.96,,False
OP00905,CA00905,2025-01-23,2025-02-24,C014,S006,R06,P003,Prospecting,0.1500,30466.85,4570.03,,False
OP00906,CA00906,2025-02-14,2025-03-06,C012,S003,R03,P006,Prospecting,0.1500,179645.34,26946.80,,False
OP00907,CA00907,2025-01-12,2025-02-22,C005,S001,R01,P002,Closed Won,1.0000,59424.29,59424.29,,False
OP00908,CA00908,2025-01-11,2025-03-25,C004,S011,R05,P007,Negotiation,0.7200,77394.36,55723.94,,False
OP00909,CA00909,2025-01-21,2025-03-03,C015,S012,R06,P003,Prospecting,0.1500,375293.92,56294.09,,False
OP00910,CA00910,2025-01-17,2025-02-18,C021,S003,R03,P001,Negotiation,0.7200,44133.81,31776.35,,False
OP00911,CA00911,2025-01-26,2025-02-10,C008,S006,R06,P001,Negotiation,0.7200,17862.21,12860.79,,False
OP00912,CA00912,2024-12-17,2025-03-15,C023,S010,R04,P001,Closed Won,1.0000,116891.26,116891.26,,False
OP00913,CA00913,2025-02-20,2025-03-18,C026,S005,R05,P008,Proposal,0.5500,201523.47,110837.91,,False
OP00914,CA00914,2024-12-26,2025-03-08,C019,S006,R06,P006,Qualified,0.3000,234907.82,70472.34,,True
OP00915,CA00915,2025-02-17,2025-03-12,C021,S011,R05,P005,Proposal,0.5500,142545.99,78400.29,,False
OP00916,CA00916,2025-01-01,2025-03-15,C007,S005,R05,P001,Proposal,0.5500,50239.00,27631.45,,False
OP00917,CA00917,2025-01-15,2025-03-15,C009,S012,R06,P006,Prospecting,0.1500,236372.87,35455.93,,False
OP00918,CA00918,2025-01-06,2025-03-02,C015,S004,R04,P001,Qualified,0.3000,361936.63,108580.99,,False
OP00919,CA00919,2025-02-02,2025-02-27,C029,S004,R04,P005,Closed Won,1.0000,118868.16,118868.16,,False
OP00920,CA00920,2025-01-17,2025-02-10,C030,S003,R03,P008,Closed Won,1.0000,790482.07,790482.07,,False
OP00921,CA00921,2025-01-02,2025-02-17,C028,S009,R03,P005,Prospecting,0.1500,82814.38,12422.16,,True
OP00922,CA00922,2025-02-08,2025-04-12,C008,S009,R03,P001,Prospecting,0.1500,71489.86,10723.48,,False
