ForecastKey,MonthStartDate,RegionKey,ProductKey,ForecastRevenue,ForecastCost,ForecastVersion
FC202510R02P003,2025-10-01,R02,P003,119686.37,46816.85,Rolling Forecast
FC202510R02P004,2025-10-01,R02,P004,169348.93,58789.27,Rolling Forecast
FC202510R02P005,2025-10-01,R02,P005,171865.57,59943.24,Rolling Forecast
FC202510R02P006,2025-10-01,R02,P006,82029.44,22567.36,Rolling Forecast
FC202510R02P007,2025-10-01,R02,P007,94746.03,29146.49,Rolling Forecast
FC202510R02P008,2025-10-01,R02,P008,156597.21,57999.49,Rolling Forecast
FC202510R03P001,2025-10-01,R03,P001,121140.17,50171.79,Rolling Forecast
FC202510R03P002,2025-10-01,R03,P002,122597.43,54349.39,Rolling Forecast
FC202510R03P003,2025-10-01,R03,P003,130019.65,51741.13,Rolling Forecast
FC202510R03P004,2025-10-01,R03,P004,189941.43,64199.94,Rolling Forecast
FC202510R03P005,2025-10-01,R03,P005,162809.11,55833.31,Rolling Forecast
FC202510R03P006,2025-10-01,R03,P006,112770.95,30978.07,Rolling Forecast
FC202510R03P007,2025-10-01,R03,P007,108699.15,35387.44,Rolling Forecast
FC202510R03P008,2025-10-01,R03,P008,168479.38,59476.39,Rolling Forecast
FC202510R04P001,2025-10-01,R04,P001,111904.13,47770.99,Rolling Forecast
FC202510R04P002,2025-10-01,R04,P002,114532.13,53102.68,Rolling Forecast
FC202510R04P003,2025-10-01,R04,P003,109562.45,43737.55,Rolling Forecast
FC202510R04P004,2025-10-01,R04,P004,155529.05,51862.11,Rolling Forecast
FC202510R04P005,2025-10-01,R04,P005,179794.94,61955.43,Rolling Forecast
FC202510R04P006,2025-10-01,R04,P006,88907.08,25815.27,Rolling Forecast
FC202510R04P007,2025-10-01,R04,P007,102707.16,31850.96,Rolling Forecast
FC202510R04P008,2025-10-01,R04,P008,172616.14,61473.43,Rolling Forecast
FC202510R05P001,2025-10-01,R05,P001,106167.93,45198.24,Rolling Forecast
FC202510R05P002,2025-10-01,R05,P002,119944.12,53154.07,Rolling Forecast
FC202510R05P003,2025-10-01,R05,P003,136584.00,52722.63,Rolling Forecast
FC202510R05P004,2025-10-01,R05,P004,196463.74,66549.31,Rolling Forecast
FC202510R05P005,2025-10-01,R05,P005,173138.41,57803.40,Rolling Forecast
FC202510R05P006,2025-10-01,R05,P006,103170.72,29799.18,Rolling Forecast
FC202510R05P007,2025-10-01,R05,P007,119795.69,39332.50,Rolling Forecast
FC202510R05P008,2025-10-01,R05,P008,154919.42,54990.40,Rolling Forecast
FC202510R06P001,2025-10-01,R06,P001,97650.65,40828.18,Rolling Forecast
FC202510R06P002,2025-10-01,R06,P002,117256.78,55022.52,Rolling Forecast
FC202510R06P003,2025-10-01,R06,P003,112238.95,43516.53,Rolling Forecast
FC202510R06P004,2025-10-01,R06,P004,164883.04,56495.94,Rolling Forecast
FC202510R06P005,2025-10-01,R06,P005,174917.21,59558.18,Rolling Forecast
FC202510R06P006,2025-10-01,R06,P006,99169.27,29262.07,Rolling Forecast
FC202510R06P007,2025-10-01,R06,P007,98971.73,32090.61,Rolling Forecast
FC202510R06P008,2025-10-01,R06,P008,163061.57,60339.10,Rolling Forecast
FC202511R01P001,2025-11-01,R01,P001,109406.02,45179.80,Rolling Forecast
FC202511R01P002,2025-11-01,R01,P002,136328.00,60320.15,Rolling Forecast
FC202511R01P003,2025-11-01,R01,P003,137804.89,55747.31,Rolling Forecast
FC202511R01P004,2025-11-01,R01,P004,182058.53,62800.08,Rolling Forecast
FC202511R01P005,2025-11-01,R01,P005,197744.76,67136.61,Rolling Forecast
FC202511R01P006,2025-11-01,R01,P006,96259.57,27896.93,Rolling Forecast
FC202511R01P007,2025-11-01,R01,P007,106309.05,34950.71,Rolling Forecast
FC202511R01P008,2025-11-01,R01,P008,169784.15,61697.25,Rolling Forecast
FC202511R02P001,2025-11-01,R02,P001,120385.99,52421.45,Rolling Forecast
FC202511R02P002,2025-11-01,R02,P002,120625.59,53498.14,Rolling Forecast
FC202511R02P003,2025-11-01,R02,P003,137097.42,55347.71,Rolling Forecast
FC202511R02P004,2025-11-01,R02,P004,179747.90,62278.00,Rolling Forecast
FC202511R02P005,2025-11-01,R02,P005,166588.81,55680.10,Rolling Forecast
FC202511R02P006,2025-11-01,R02,P006,96072.73,27973.99,Rolling Forecast
FC202511R02P007,2025-11-01,R02,P007,113278.97,34163.23,Rolling Forecast
FC202511R02P008,2025-11-01,R02,P008,169074.32,60029.40,Rolling Forecast
FC202511R03P001,2025-11-01,R03,P001,121507.83,51073.55,Rolling Forecast
FC202511R03P002,2025-11-01,R03,P002,113653.78,50176.19,Rolling Forecast
FC202511R03P003,2025-11-01,R03,P003,165261.35,65515.74,Rolling Forecast
FC202511R03P004,2025-11-01,R03,P004,189379.39,65380.42,Rolling Forecast
FC202511R03P005,2025-11-01,R03,P005,215725.91,74173.01,Rolling Forecast
FC202511R03P006,2025-11-01,R03,P006,111589.55,30248.01,Rolling Forecast
FC202511R03P007,2025-11-01,R03,P007,119083.65,37200.17,Rolling Forecast
FC202511R03P008,2025-11-01,R03,P008,177573.83,64608.70,Rolling Forecast
FC202511R04P001,2025-11-01,R04,P001,98868.25,43335.27,Rolling Forecast
FC202511R04P002,2025-11-01,R04,P002,123569.97,57367.66,Rolling Forecast
FC202511R04P003,2025-11-01,R04,P003,142632.07,54260.29,Rolling Forecast
FC202511R04P004,2025-11-01,R04,P004,193946.14,65266.37,Rolling Forecast
FC202511R04P005,2025-11-01,R04,P005,188561.57,61050.07,Rolling Forecast
FC202511R04P006,2025-11-01,R04,P006,101787.41,27818.38,Rolling Forecast
FC202511R04P007,2025-11-01,R04,P007,110966.62,35734.28,Rolling Forecast
FC202511R04P008,2025-11-01,R04,P008,150229.11,53986.30,Rolling Forecast
FC202511R05P001,2025-11-01,R05,P001,110138.78,47441.04,Rolling Forecast
FC202511R05P002,2025-11-01,R05,P002,128290.05,58973.26,Rolling Forecast
FC202511R05P003,2025-11-01,R05,P003,132782.23,51274.23,Rolling Forecast
FC202511R05P004,2025-11-01,R05,P004,182222.87,63767.19,Rolling Forecast
FC202511R05P005,2025-11-01,R05,P005,208907.14,68250.63,Rolling Forecast
FC202511R05P006,2025-11-01,R05,P006,110063.52,32518.98,Rolling Forecast
FC202511R05P007,2025-11-01,R05,P007,120995.05,39827.29,Rolling Forecast
FC202511R05P008,2025-11-01,R05,P008,201756.66,71082.41,Rolling Forecast
FC202511R06P001,2025-11-01,R06,P001,117741.99,48547.66,Rolling Forecast
FC202511R06P002,2025-11-01,R06,P002,129231.64,58180.39,Rolling Forecast
FC202511R06P003,2025-11-01,R06,P003,132383.02,52357.56,Rolling Forecast
FC202511R06P004,2025-11-01,R06,P004,175776.96,61293.07,Rolling Forecast
FC202511R06P005,2025-11-01,R06,P005,192119.53,64667.40,Rolling Forecast
FC202511R06P006,2025-11-01,R06,P006,104097.37,29791.04,Rolling Forecast
FC202511R06P007,2025-11-01,R06,P007,115302.57,37443.83,Rolling Forecast
FC202511R06P008,2025-11-01,R06,P008,159094.04,57529.79,Rolling Forecast
FC202512R01P001,2025-12-01,R01,P001,105974.33,45188.95,Rolling Forecast
FC202512R01P002,2025-12-01,R01,P002,108541.59,50606.71,Rolling Forecast
FC202512R01P003,2025-12-01,R01,P003,113637.24,44741.07,Rolling Forecast
FC202512R01P004,2025-12-01,R01,P004,152239.88,53134.54,Rolling Forecast
FC202512R01P005,2025-12-01,R01,P005,157402.57,52689.07,Rolling Forecast
FC202512R01P006,2025-12-01,R01,P006,84665.92,23400.83,Rolling Forecast
FC202512R01P007,2025-12-01,R01,P007,101267.14,32569.07,Rolling Forecast
FC202512R01P008,2025-12-01,R01,P008,146331.02,52434.68,Rolling Forecast
FC202512R02P001,2025-12-01,R02,P001,90249.26,38964.32,Rolling Forecast
FC202512R02P002,2025-12-01,R02,P002,101433.85,47141.92,Rolling Forecast
FC202512R02P003,2025-12-01,R02,P003,106842.57,43491.17,Rolling Forecast
FC202512R02P004,2025-12-01,R02,P004,142841.88,50808.77,Rolling Forecast
FC202512R02P005,2025-12-01,R02,P005,158724.42,53671.50,Rolling Forecast
FC202512R02P006,2025-12-01,R02,P006,78568.27,21260.76,Rolling Forecast
FC202512R02P007,2025-12-01,R02,P007,86852.11,28194.62,Rolling Forecast
FC202512R02P008,2025-12-01,R02,P008,125506.48,47383.04,Rolling Forecast
FC202512R03P001,2025-12-01,R03,P001,103974.96,45524.30,Rolling Forecast
FC202512R03P002,2025-12-01,R03,P002,126791.81,56339.20,Rolling Forecast
FC202512R03P003,2025-12-01,R03,P003,130073.38,51445.47,Rolling Forecast
FC202512R03P004,2025-12-01,R03,P004,145644.15,48547.80,Rolling Forecast
FC202512R03P005,2025-12-01,R03,P005,153889.21,52143.71,Rolling Forecast
FC202512R03P006,2025-12-01,R03,P006,93671.10,27625.81,Rolling Forecast
FC202512R03P007,2025-12-01,R03,P007,97971.89,29699.72,Rolling Forecast
FC202512R03P008,2025-12-01,R03,P008,140210.64,51923.94,Rolling Forecast
FC202512R04P001,2025-12-01,R04,P001,91203.46,38575.37,Rolling Forecast
FC202512R04P002,2025-12-01,R04,P002,95502.60,43929.69,Rolling Forecast
FC202512R04P003,2025-12-01,R04,P003,96304.38,37781.61,Rolling Forecast
FC202512R04P004,2025-12-01,R04,P004,119158.95,41593.74,Rolling Forecast
FC202512R04P005,2025-12-01,R04,P005,140179.15,45481.68,Rolling Forecast
FC202512R04P006,2025-12-01,R04,P006,88892.00,24221.54,Rolling Forecast
FC202512R04P007,2025-12-01,R04,P007,82591.82,26303.84,Rolling Forecast
FC202512R04P008,2025-12-01,R04,P008,127249.14,44693.38,Rolling Forecast
FC202512R05P001,2025-12-01,R05,P001,107131.24,45206.38,Rolling Forecast
FC202512R05P002,2025-12-01,R05,P002,96449.31,42898.03,Rolling Forecast
FC202512R05P003,2025-12-01,R05,P003,108674.65,44142.42,Rolling Forecast
FC202512R05P004,2025-12-01,R05,P004,141416.52,50512.29,Rolling Forecast
FC202512R05P005,2025-12-01,R05,P005,160585.34,52585.86,Rolling Forecast
FC202512R05P006,2025-12-01,R05,P006,87464.20,24536.17,Rolling Forecast
FC202512R05P007,2025-12-01,R05,P007,87424.23,28241.09,Rolling Forecast
FC202512R05P008,2025-12-01,R05,P008,162297.55,61294.08,Rolling Forecast
FC202512R06P001,2025-12-01,R06,P001,106920.43,46854.75,Rolling Forecast
FC202512R06P002,2025-12-01,R06,P002,106208.41,47299.07,Rolling Forecast
FC202512R06P003,2025-12-01,R06,P003,121561.84,47639.84,Rolling Forecast
FC202512R06P004,2025-12-01,R06,P004,154470.09,51629.57,Rolling Forecast
FC202512R06P005,2025-12-01,R06,P005,144370.41,49699.03,Rolling Forecast
FC202512R06P006,2025-12-01,R06,P006,101847.59,29730.77,Rolling Forecast
FC202512R06P007,2025-12-01,R06,P007,97240.10,29904.91,Rolling Forecast
FC202512R06P008,2025-12-01,R06,P008,148538.62,55231.02,Rolling Forecast
FC202601R01P001,2026-01-01,R01,P001,71349.35,30949.82,Rolling Forecast
FC202601R01P002,2026-01-01,R01,P002,67746.87,29819.18,Rolling Forecast
FC202601R01P003,2026-01-01,R01,P003,89129.81,34271.44,Rolling Forecast
FC202601R01P004,2026-01-01,R01,P004,104906.76,36015.88,Rolling Forecast
FC202601R01P005,2026-01-01,R01,P005,128533.32,41605.90,Rolling Forecast
FC202601R01P006,2026-01-01,R01,P006,65928.47,19478.13,Rolling Forecast
FC202601R01P007,2026-01-01,R01,P007,66460.00,20549.52,Rolling Forecast
FC202601R01P008,2026-01-01,R01,P008,121949.15,45954.00,Rolling Forecast
FC202601R02P001,2026-01-01,R02,P001,76270.23,32920.05,Rolling Forecast
FC202601R02P002,2026-01-01,R02,P002,78240.74,36393.37,Rolling Forecast
FC202601R02P003,2026-01-01,R02,P003,76274.22,29175.71,Rolling Forecast
FC202601R02P004,2026-01-01,R02,P004,93138.15,32733.83,Rolling Forecast
FC202601R02P005,2026-01-01,R02,P005,120252.36,40351.17,Rolling Forecast
FC202601R02P006,2026-01-01,R02,P006,68576.86,19335.65,Rolling Forecast
FC202601R02P007,2026-01-01,R02,P007,74505.43,23696.81,Rolling Forecast
FC202601R02P008,2026-01-01,R02,P008,100155.62,38031.41,Rolling Forecast
FC202601R03P001,2026-01-01,R03,P001,80302.32,33074.83,Rolling Forecast
FC202601R03P002,2026-01-01,R03,P002,84280.12,37995.81,Rolling Forecast
FC202601R03P003,2026-01-01,R03,P003,80587.28,31338.94,Rolling Forecast
FC202601R03P004,2026-01-01,R03,P004,108136.56,36420.32,Rolling Forecast
FC202601R03P005,2026-01-01,R03,P005,123727.43,43260.45,Rolling Forecast
FC202601R03P006,2026-01-01,R03,P006,66369.58,18915.69,Rolling Forecast
FC202601R03P007,2026-01-01,R03,P007,71222.15,23368.97,Rolling Forecast
FC202601R03P008,2026-01-01,R03,P008,103479.82,36394.67,Rolling Forecast
FC202601R04P001,2026-01-01,R04,P001,70804.76,30872.32,Rolling Forecast
FC202601R04P002,2026-01-01,R04,P002,82164.00,36694.10,Rolling Forecast
FC202601R04P003,2026-01-01,R04,P003,75604.91,28753.20,Rolling Forecast
FC202601R04P004,2026-01-01,R04,P004,101247.50,33850.73,Rolling Forecast
FC202601R04P005,2026-01-01,R04,P005,105086.88,34947.96,Rolling Forecast
FC202601R04P006,2026-01-01,R04,P006,58254.92,16783.15,Rolling Forecast
FC202601R04P007,2026-01-01,R04,P007,73022.88,23610.97,Rolling Forecast
FC202601R04P008,2026-01-01,R04,P008,110473.28,39145.72,Rolling Forecast
FC202601R05P001,2026-01-01,R05,P001,76410.68,31777.76,Rolling Forecast
FC202601R05P002,2026-01-01,R05,P002,75418.28,33211.74,Rolling Forecast
FC202601R05P003,2026-01-01,R05,P003,83504.99,33142.22,Rolling Forecast
FC202601R05P004,2026-01-01,R05,P004,113805.54,39811.57,Rolling Forecast
FC202601R05P005,2026-01-01,R05,P005,104830.41,35557.95,Rolling Forecast
FC202601R05P006,2026-01-01,R05,P006,80402.82,22689.65,Rolling Forecast
FC202601R05P007,2026-01-01,R05,P007,80736.70,26493.78,Rolling Forecast
FC202601R05P008,2026-01-01,R05,P008,109731.38,39161.49,Rolling Forecast
FC202601R06P001,2026-01-01,R06,P001,72300.09,30705.01,Rolling Forecast
FC202601R06P002,2026-01-01,R06,P002,72479.07,32953.64,Rolling Forecast
FC202601R06P003,2026-01-01,R06,P003,96549.16,38879.13,Rolling Forecast
FC202601R06P004,2026-01-01,R06,P004,102267.79,36488.28,Rolling Forecast
FC202601R06P005,2026-01-01,R06,P005,125878.67,43464.36,Rolling Forecast
FC202601R06P006,2026-01-01,R06,P006,67264.57,19608.17,Rolling Forecast
FC202601R06P007,2026-01-01,R06,P007,63460.23,20209.22,Rolling Forecast
FC202601R06P008,2026-01-01,R06,P008,112184.71,42013.65,Rolling Forecast
FC202602R01P001,2026-02-01,R01,P001,79572.27,34615.72,Rolling Forecast
FC202602R01P002,2026-02-01,R01,P002,96967.72,44424.97,Rolling Forecast
FC202602R01P003,2026-02-01,R01,P003,96086.17,36995.15,Rolling Forecast
FC202602R01P004,2026-02-01,R01,P004,125361.74,42159.44,Rolling Forecast
FC202602R01P005,2026-02-01,R01,P005,117157.98,41002.81,Rolling Forecast
FC202602R01P006,2026-02-01,R01,P006,70390.17,19278.67,Rolling Forecast
FC202602R01P007,2026-02-01,R01,P007,84957.45,27260.85,Rolling Forecast
FC202602R01P008,2026-02-01,R01,P008,127394.96,46427.58,Rolling Forecast
FC202602R02P001,2026-02-01,R02,P001,87798.56,38061.30,Rolling Forecast
FC202602R02P002,2026-02-01,R02,P002,97511.12,44412.99,Rolling Forecast
FC202602R02P003,2026-02-01,R02,P003,91234.52,35664.62,Rolling Forecast
FC202602R02P004,2026-02-01,R02,P004,103088.60,36479.63,Rolling Forecast
FC202602R02P005,2026-02-01,R02,P005,138136.23,44393.39,Rolling Forecast
FC202602R02P006,2026-02-01,R02,P006,68833.53,19675.03,Rolling Forecast
FC202602R02P007,2026-02-01,R02,P007,82112.95,26376.33,Rolling Forecast
FC202602R02P008,2026-02-01,R02,P008,105267.12,39308.31,Rolling Forecast
FC202602R03P001,2026-02-01,R03,P001,95279.87,39305.13,Rolling Forecast
FC202602R03P002,2026-02-01,R03,P002,102384.42,45656.48,Rolling Forecast
FC202602R03P003,2026-02-01,R03,P003,96492.69,37498.29,Rolling Forecast
FC202602R03P004,2026-02-01,R03,P004,127939.03,44561.69,Rolling Forecast
FC202602R03P005,2026-02-01,R03,P005,143411.59,46195.48,Rolling Forecast
FC202602R03P006,2026-02-01,R03,P006,85584.58,25029.06,Rolling Forecast
FC202602R03P007,2026-02-01,R03,P007,78430.35,25594.76,Rolling Forecast
FC202602R03P008,2026-02-01,R03,P008,131783.50,49151.10,Rolling Forecast
FC202602R04P001,2026-02-01,R04,P001,77940.77,32899.77,Rolling Forecast
FC202602R04P002,2026-02-01,R04,P002,79170.76,36308.39,Rolling Forecast
FC202602R04P003,2026-02-01,R04,P003,82422.86,33577.50,Rolling Forecast
FC202602R04P004,2026-02-01,R04,P004,118964.22,41746.74,Rolling Forecast
FC202602R04P005,2026-02-01,R04,P005,122839.87,39711.05,Rolling Forecast
FC202602R04P006,2026-02-01,R04,P006,72500.80,20373.57,Rolling Forecast
FC202602R04P007,2026-02-01,R04,P007,69381.61,22351.20,Rolling Forecast
FC202602R04P008,2026-02-01,R04,P008,115610.33,43551.72,Rolling Forecast
FC202602R05P001,2026-02-01,R05,P001,84661.56,37154.90,Rolling Forecast
FC202602R05P002,2026-02-01,R05,P002,88738.47,40076.44,Rolling Forecast
FC202602R05P003,2026-02-01,R05,P003,104198.96,40967.19,Rolling Forecast
FC202602R05P004,2026-02-01,R05,P004,105529.98,35729.90,Rolling Forecast
FC202602R05P005,2026-02-01,R05,P005,115442.32,38501.20,Rolling Forecast
FC202602R05P006,2026-02-01,R05,P006,72253.96,20013.20,Rolling Forecast
FC202602R05P007,2026-02-01,R05,P007,79097.00,25242.59,Rolling Forecast
FC202602R05P008,2026-02-01,R05,P008,107358.20,40184.22,Rolling Forecast
FC202602R06P001,2026-02-01,R06,P001,89690.28,39231.76,Rolling Forecast
FC202602R06P002,2026-02-01,R06,P002,91800.09,43074.09,Rolling Forecast
FC202602R06P003,2026-02-01,R06,P003,79577.46,31492.21,Rolling Forecast
FC202602R06P004,2026-02-01,R06,P004,130021.08,44384.20,Rolling Forecast
FC202602R06P005,2026-02-01,R06,P005,130334.37,45375.43,Rolling Forecast
FC202602R06P006,2026-02-01,R06,P006,66505.04,19027.02,Rolling Forecast
FC202602R06P007,2026-02-01,R06,P007,77792.33,25426.12,Rolling Forecast
FC202602R06P008,2026-02-01,R06,P008,126942.50,45243.25,Rolling Forecast
FC202603R01P001,2026-03-01,R01,P001,101687.78,43989.82,Rolling Forecast
FC202603R01P002,2026-03-01,R01,P002,103499.29,47703.70,Rolling Forecast
FC202603R01P003,2026-03-01,R01,P003,98796.15,39367.68,Rolling Forecast
FC202603R01P004,2026-03-01,R01,P004,123735.57,42279.86,Rolling Forecast
FC202603R01P005,2026-03-01,R01,P005,155597.11,52718.56,Rolling Forecast
FC202603R01P006,2026-03-01,R01,P006,77418.96,21991.02,Rolling Forecast
FC202603R01P007,2026-03-01,R01,P007,86094.61,28148.77,Rolling Forecast
FC202603R01P008,2026-03-01,R01,P008,158890.63,59171.12,Rolling Forecast
FC202603R02P001,2026-03-01,R02,P001,82916.55,35886.62,Rolling Forecast
FC202603R02P002,2026-03-01,R02,P002,94725.55,42193.91,Rolling Forecast
FC202603R02P003,2026-03-01,R02,P003,99170.48,38532.82,Rolling Forecast
FC202603R02P004,2026-03-01,R02,P004,124386.78,43311.49,Rolling Forecast
FC202603R02P005,2026-03-01,R02,P005,149637.15,48702.41,Rolling Forecast
FC202603R02P006,2026-03-01,R02,P006,94176.27,28105.79,Rolling Forecast
FC202603R02P007,2026-03-01,R02,P007,87020.81,27344.70,Rolling Forecast
FC202603R02P008,2026-03-01,R02,P008,119594.10,45151.32,Rolling Forecast
FC202603R03P001,2026-03-01,R03,P001,102871.85,43201.46,Rolling Forecast
FC202603R03P002,2026-03-01,R03,P002,101522.58,45856.33,Rolling Forecast
FC202603R03P003,2026-03-01,R03,P003,122540.24,49397.67,Rolling Forecast
FC202603R03P004,2026-03-01,R03,P004,158955.21,56687.38,Rolling Forecast
FC202603R03P005,2026-03-01,R03,P005,162070.80,53690.51,Rolling Forecast
FC202603R03P006,2026-03-01,R03,P006,86117.62,25346.63,Rolling Forecast
FC202603R03P007,2026-03-01,R03,P007,106069.42,33167.56,Rolling Forecast
FC202603R03P008,2026-03-01,R03,P008,132907.02,48054.70,Rolling Forecast
FC202603R04P001,2026-03-01,R04,P001,90529.01,37691.72,Rolling Forecast
FC202603R04P002,2026-03-01,R04,P002,82916.88,38016.43,Rolling Forecast
FC202603R04P003,2026-03-01,R04,P003,101921.29,39184.14,Rolling Forecast
FC202603R04P004,2026-03-01,R04,P004,120579.81,41653.86,Rolling Forecast
FC202603R04P005,2026-03-01,R04,P005,135127.28,45068.06,Rolling Forecast
FC202603R04P006,2026-03-01,R04,P006,71387.70,21051.80,Rolling Forecast
FC202603R04P007,2026-03-01,R04,P007,90612.17,28168.77,Rolling Forecast
FC202603R04P008,2026-03-01,R04,P008,128732.18,47769.46,Rolling Forecast
FC202603R05P001,2026-03-01,R05,P001,86471.07,35925.85,Rolling Forecast
FC202603R05P002,2026-03-01,R05,P002,89405.56,41946.80,Rolling Forecast
FC202603R05P003,2026-03-01,R05,P003,97072.30,37451.38,Rolling Forecast
FC202603R05P004,2026-03-01,R05,P004,124764.96,41903.41,Rolling Forecast
FC202603R05P005,2026-03-01,R05,P005,138753.16,46900.57,Rolling Forecast
FC202603R05P006,2026-03-01,R05,P006,90012.10,26627.58,Rolling Forecast
FC202603R05P007,2026-03-01,R05,P007,99152.71,30761.35,Rolling Forecast
FC202603R05P008,2026-03-01,R05,P008,142814.69,50244.91,Rolling Forecast
FC202603R06P001,2026-03-01,R06,P001,92828.66,39967.48,Rolling Forecast
FC202603R06P002,2026-03-01,R06,P002,111053.68,50539.53,Rolling Forecast
FC202603R06P003,2026-03-01,R06,P003,96598.41,38980.74,Rolling Forecast
FC202603R06P004,2026-03-01,R06,P004,123245.40,41343.40,Rolling Forecast
FC202603R06P005,2026-03-01,R06,P005,163481.64,56913.15,Rolling Forecast
FC202603R06P006,2026-03-01,R06,P006,76545.02,21151.78,Rolling Forecast
FC202603R06P007,2026-03-01,R06,P007,81648.85,25015.09,Rolling Forecast
FC202603R06P008,2026-03-01,R06,P008,122011.28,43047.59,Rolling Forecast
FC202604R01P001,2026-04-01,R01,P001,98004.72,42141.87,Rolling Forecast
FC202604R01P002,2026-04-01,R01,P002,88907.05,41196.44,Rolling Forecast
FC202604R01P003,2026-04-01,R01,P003,115441.21,44990.70,Rolling Forecast
FC202604R01P004,2026-04-01,R01,P004,144894.76,50751.65,Rolling Forecast
FC202604R01P005,2026-04-01,R01,P005,170584.71,56080.71,Rolling Forecast
FC202604R01P006,2026-04-01,R01,P006,73650.98,21830.93,Rolling Forecast
FC202604R01P007,2026-04-01,R01,P007,88983.55,26952.10,Rolling Forecast
FC202604R01P008,2026-04-01,R01,P008,177981.62,63386.61,Rolling Forecast
FC202604R02P001,2026-04-01,R02,P001,96519.11,41682.73,Rolling Forecast
FC202604R02P002,2026-04-01,R02,P002,91418.88,41676.14,Rolling Forecast
FC202604R02P003,2026-04-01,R02,P003,108108.79,41353.44,Rolling Forecast
FC202604R02P004,2026-04-01,R02,P004,145120.31,47945.51,Rolling Forecast
FC202604R02P005,2026-04-01,R02,P005,169443.45,56714.31,Rolling Forecast
FC202604R02P006,2026-04-01,R02,P006,83437.36,24642.88,Rolling Forecast
FC202604R02P007,2026-04-01,R02,P007,95492.96,28741.73,Rolling Forecast
FC202604R02P008,2026-04-01,R02,P008,142516.66,53246.00,Rolling Forecast
FC202604R03P001,2026-04-01,R03,P001,112987.38,47876.42,Rolling Forecast
FC202604R03P002,2026-04-01,R03,P002,109519.47,49835.62,Rolling Forecast
FC202604R03P003,2026-04-01,R03,P003,121960.55,47880.68,Rolling Forecast
FC202604R03P004,2026-04-01,R03,P004,157171.02,53288.71,Rolling Forecast
FC202604R03P005,2026-04-01,R03,P005,175667.87,56589.68,Rolling Forecast
FC202604R03P006,2026-04-01,R03,P006,98412.17,26796.62,Rolling Forecast
FC202604R03P007,2026-04-01,R03,P007,105120.12,33033.58,Rolling Forecast
FC202604R03P008,2026-04-01,R03,P008,152846.77,54846.28,Rolling Forecast
FC202604R04P001,2026-04-01,R04,P001,89221.12,37582.39,Rolling Forecast
FC202604R04P002,2026-04-01,R04,P002,87767.29,38653.38,Rolling Forecast
FC202604R04P003,2026-04-01,R04,P003,91908.98,35682.82,Rolling Forecast
FC202604R04P004,2026-04-01,R04,P004,118859.65,42381.49,Rolling Forecast
FC202604R04P005,2026-04-01,R04,P005,128009.75,41255.33,Rolling Forecast
FC202604R04P006,2026-04-01,R04,P006,81482.22,24420.05,Rolling Forecast
FC202604R04P007,2026-04-01,R04,P007,99941.91,32872.55,Rolling Forecast
FC202604R04P008,2026-04-01,R04,P008,135718.58,51370.49,Rolling Forecast
FC202604R05P001,2026-04-01,R05,P001,91038.30,38643.49,Rolling Forecast
FC202604R05P002,2026-04-01,R05,P002,114889.10,52649.50,Rolling Forecast
FC202604R05P003,2026-04-01,R05,P003,113169.81,46127.04,Rolling Forecast
FC202604R05P004,2026-04-01,R05,P004,156481.66,53609.90,Rolling Forecast
FC202604R05P005,2026-04-01,R05,P005,171445.43,58220.62,Rolling Forecast
FC202604R05P006,2026-04-01,R05,P006,81192.54,23972.05,Rolling Forecast
FC202604R05P007,2026-04-01,R05,P007,85984.32,26671.41,Rolling Forecast
FC202604R05P008,2026-04-01,R05,P008,161543.50,58745.42,Rolling Forecast
FC202604R06P001,2026-04-01,R06,P001,95835.23,40456.20,Rolling Forecast
FC202604R06P002,2026-04-01,R06,P002,107546.02,49578.76,Rolling Forecast
FC202604R06P003,2026-04-01,R06,P003,110038.12,44658.92,Rolling Forecast
FC202604R06P004,2026-04-01,R06,P004,137138.12,47659.88,Rolling Forecast
FC202604R06P005,2026-04-01,R06,P005,149668.05,50438.82,Rolling Forecast
FC202604R06P006,2026-04-01,R06,P006,89093.04,24150.80,Rolling Forecast
FC202604R06P007,2026-04-01,R06,P007,100891.02,32566.75,Rolling Forecast
FC202604R06P008,2026-04-01,R06,P008,143275.69,53957.86,Rolling Forecast
FC202605R01P001,2026-05-01,R01,P001,110943.06,47964.09,Rolling Forecast
FC202605R01P002,2026-05-01,R01,P002,129532.92,57557.20,Rolling Forecast
FC202605R01P003,2026-05-01,R01,P003,116875.66,46968.50,Rolling Forecast
FC202605R01P004,2026-05-01,R01,P004,153608.42,54205.70,Rolling Forecast
FC202605R01P005,2026-05-01,R01,P005,179946.92,59860.81,Rolling Forecast
FC202605R01P006,2026-05-01,R01,P006,79827.65,23600.46,Rolling Forecast
FC202605R01P007,2026-05-01,R01,P007,104924.85,32006.26,Rolling Forecast
FC202605R01P008,2026-05-01,R01,P008,176010.37,66390.70,Rolling Forecast
FC202605R02P001,2026-05-01,R02,P001,93942.53,40973.67,Rolling Forecast
FC202605R02P002,2026-05-01,R02,P002,108598.10,48745.98,Rolling Forecast
FC202605R02P003,2026-05-01,R02,P003,121366.35,47313.64,Rolling Forecast
FC202605R02P004,2026-05-01,R02,P004,156838.50,56422.88,Rolling Forecast
FC202605R02P005,2026-05-01,R02,P005,166591.89,54512.67,Rolling Forecast
FC202605R02P006,2026-05-01,R02,P006,86953.83,23737.90,Rolling Forecast
